pdf,page,issue_type,severity,details,bbox_points_x0_y0_x1_y1,bbox_inches_x0_y0_x1_y1,link_or_target,visible_text_in_link_rect
/Users/nick/Library/CloudStorage/GoogleDrive-nlammers@uw.edu/My Drive/projects/K99/Materials/_FINAL SUBMISSION/Lammers K99 Final/sanitized and checked/14 Specific Aims.pdf,1,margin_intrusion_layout,flag,text block intersects required margin: right.,"35.95,385.00,579.10,473.46","0.499,5.347,8.043,6.576",,"Aim 1 (K99): To predict endpoint phenotypes from early morphological snapshots. MorphSeq converts continuous timelapse images of development into quantitative morphological trajectories. These trajectories will serve as ground-truth data for training FishCaster, an extension of MorphSeq that predic…"
/Users/nick/Library/CloudStorage/GoogleDrive-nlammers@uw.edu/My Drive/projects/K99/Materials/_FINAL SUBMISSION/Lammers K99 Final/sanitized and checked/14 Specific Aims.pdf,1,margin_intrusion_layout,flag,text block intersects required margin: right.,"35.99,478.65,582.06,566.82","0.500,6.648,8.084,7.872",,"Aim 2 (K99): To uncover the transcriptional basis of phenotypic variability using cilia mutants as a test case. As proof of principle, I will apply the MorphSeq platform to investigate the molecular basis for divergent phenotypic outcomes in zebrafish embryos with mutations in two cilia-associated …"
/Users/nick/Library/CloudStorage/GoogleDrive-nlammers@uw.edu/My Drive/projects/K99/Materials/_FINAL SUBMISSION/Lammers K99 Final/sanitized and checked/14 Specific Aims.pdf,1,margin_intrusion_layout,flag,text block intersects required margin: right.,"35.99,572.25,579.22,673.14","0.500,7.948,8.045,9.349",,"Aim 3 (R00): To elucidate transcriptional mechanisms linking genetic variation to disease susceptibility. Disease-associated gene variants act across genetically heterogeneous individuals, but most reverse-genetic models used to study disease-causing mutations either ignore or seek to minimize the …"
/Users/nick/Library/CloudStorage/GoogleDrive-nlammers@uw.edu/My Drive/projects/K99/Materials/_FINAL SUBMISSION/Lammers K99 Final/sanitized and checked/14 Specific Aims.pdf,1,margin_intrusion_layout,flag,text block intersects required margin: right.,"35.98,678.33,579.27,741.29","0.500,9.421,8.045,10.296",,"Overall, this proposal will extend and apply a novel method that integrates live imaging with single-cell transcriptomics to elucidate the molecular mechanisms by which the same genetic mutation can give rise to variable phenotypic outcomes. This work will also lay the foundation for an independent…"
/Users/nick/Library/CloudStorage/GoogleDrive-nlammers@uw.edu/My Drive/projects/K99/Materials/_FINAL SUBMISSION/Lammers K99 Final/sanitized and checked/15 Research Strategy.pdf,1,margin_intrusion_layout,flag,text block intersects required margin: right.,"36.00,49.17,579.35,284.82","0.500,0.683,8.047,3.956",,"A. Significance The widespread adoption of single-cell transcriptomics has transformed the use of reverse genetics to study the molecular basis of development and disease. Advances in single-cell technologies16,17 now make it possible to profile molecular states across tissues and even whole embryo…"
/Users/nick/Library/CloudStorage/GoogleDrive-nlammers@uw.edu/My Drive/projects/K99/Materials/_FINAL SUBMISSION/Lammers K99 Final/sanitized and checked/15 Research Strategy.pdf,1,margin_intrusion_layout,flag,text block intersects required margin: right.,"35.99,284.97,579.26,600.89","0.500,3.958,8.045,8.346",,"To test this hypothesis, I propose to extend and apply MorphSeq to investigate the transcriptional basis of variable phenotypic outcomes in zebrafish embryos with mutations in disease-associated genes. Zebrafish are well suited to this work because they combine conserved vertebrate developmental an…"
/Users/nick/Library/CloudStorage/GoogleDrive-nlammers@uw.edu/My Drive/projects/K99/Materials/_FINAL SUBMISSION/Lammers K99 Final/sanitized and checked/15 Research Strategy.pdf,1,margin_intrusion_layout,flag,text block intersects required margin: right.,"36.00,606.42,579.11,682.98","0.500,8.423,8.043,9.486",,B. Innovation The proposed research program is innovative because it: ● B.1: establishes MorphSeq as a method that integrates single-cell transcriptomics with whole-embryo morphological phenotypes. The core innovation of this proposal is the use of deep learning to integrate high-throughput live im…
/Users/nick/Library/CloudStorage/GoogleDrive-nlammers@uw.edu/My Drive/projects/K99/Materials/_FINAL SUBMISSION/Lammers K99 Final/sanitized and checked/15 Research Strategy.pdf,1,margin_intrusion_layout,flag,text block intersects required margin: right.,"54.00,688.41,579.06,751.38","0.750,9.561,8.043,10.436",,● B.2: builds a new method—FishCaster—that connects early transcriptional changes with downstream developmental outcomes. FishCaster trains on continuous imaging datasets to predict future morphological outcomes. This will make it possible to forecast otherwise unobservable endpoint phenotypes for …
/Users/nick/Library/CloudStorage/GoogleDrive-nlammers@uw.edu/My Drive/projects/K99/Materials/_FINAL SUBMISSION/Lammers K99 Final/sanitized and checked/15 Research Strategy.pdf,2,margin_intrusion_layout,flag,text block intersects required margin: right.,"54.00,36.33,579.13,73.86","0.750,0.505,8.044,1.026",,"● B.3: models developmental phenotypes as trajectories rather than endpoints. Development is a dynamic process, yet phenotypes are often analyzed as static endpoints. I show that previously undetectable phenotypes emerge when using MorphSeq to model development over time."
/Users/nick/Library/CloudStorage/GoogleDrive-nlammers@uw.edu/My Drive/projects/K99/Materials/_FINAL SUBMISSION/Lammers K99 Final/sanitized and checked/15 Research Strategy.pdf,2,margin_intrusion_layout,flag,text block intersects required margin: right.,"54.00,79.29,579.09,129.54","0.750,1.101,8.043,1.799",,● B.4: extracts quantitative measurements of molecular and morphological variability. MorphSeq is the first method capable of linking molecular and morphological variation in thousands of vertebrate embryos. This provides a powerful new framework for investigating how genetic and molecular variatio…
/Users/nick/Library/CloudStorage/GoogleDrive-nlammers@uw.edu/My Drive/projects/K99/Materials/_FINAL SUBMISSION/Lammers K99 Final/sanitized and checked/15 Research Strategy.pdf,2,margin_intrusion_layout,flag,text block intersects required margin: right.,"35.98,135.06,579.08,274.72","0.500,1.876,8.043,3.816",,"C. Approach Overview. For the K99 phase of this proposal I will (Aim 1) validate and extend my novel quantitative method, MorphSeq, for correlating transcriptional and morphological phenotypes and (Aim 2) apply this method to investigate transcriptional drivers of phenotypic variability in embryos …"
/Users/nick/Library/CloudStorage/GoogleDrive-nlammers@uw.edu/My Drive/projects/K99/Materials/_FINAL SUBMISSION/Lammers K99 Final/sanitized and checked/15 Research Strategy.pdf,2,margin_intrusion_layout,flag,text block intersects required margin: right.,"35.99,280.26,579.13,748.98","0.500,3.893,8.043,10.402",,"C.1 Aim 1 (K99): To predict endpoint phenotypes from early morphological snapshots. C.1.1 Rationale: Single-cell sequencing methods provide a high-resolution window into the molecular mechanisms that shape embryonic development, but the destructive nature of sequencing techniques makes it difficult…"
/Users/nick/Library/CloudStorage/GoogleDrive-nlammers@uw.edu/My Drive/projects/K99/Materials/_FINAL SUBMISSION/Lammers K99 Final/sanitized and checked/15 Research Strategy.pdf,4,margin_intrusion_layout,flag,text block intersects required margin: right.,"35.97,36.33,579.18,491.46","0.500,0.505,8.044,6.826",,"Motivated by this recent progress, I will use my timelapse data to train a small neural network that learns a regulatory landscape that can predict the developmental trajectories observed in my data. This landscape will serve as the predictive engine for the FishCaster method. As input, FishCaster …"
/Users/nick/Library/CloudStorage/GoogleDrive-nlammers@uw.edu/My Drive/projects/K99/Materials/_FINAL SUBMISSION/Lammers K99 Final/sanitized and checked/15 Research Strategy.pdf,4,margin_intrusion_layout,flag,text block intersects required margin: right.,"35.99,496.74,579.32,751.62","0.500,6.899,8.046,10.439",,"C.2 Aim 2: To uncover the molecular basis of phenotypic variability using cilia mutants as a test case. C.2.1 Rationale: Mutant alleles that induce variable phenotypes are widespread in both the study of human disease genetics and in model vertebrate systems such as the zebrafish embryo.24,25,41,42…"
/Users/nick/Library/CloudStorage/GoogleDrive-nlammers@uw.edu/My Drive/projects/K99/Materials/_FINAL SUBMISSION/Lammers K99 Final/sanitized and checked/15 Research Strategy.pdf,5,margin_intrusion_rendered_pixels,flag,"Rendered non-white pixels found in required margin(s): right, bottom; pixel_count=60. Review this page visually.","37.44,171.36,576.96,756.48","0.520,2.380,8.013,10.507",,
/Users/nick/Library/CloudStorage/GoogleDrive-nlammers@uw.edu/My Drive/projects/K99/Materials/_FINAL SUBMISSION/Lammers K99 Final/sanitized and checked/15 Research Strategy.pdf,6,margin_intrusion_layout,flag,text block intersects required margin: right.,"35.99,36.33,579.13,326.81","0.500,0.505,8.043,4.539",,"phenotype (Fig. 5C, right). Combining MorphSeq and FishCaster will therefore enable a kind of analysis that would otherwise be inaccessible: comparing early transcriptional states between embryos of the same genotype based on their predicted future morphological outcomes. C.2.5 Expected results: Th…"
/Users/nick/Library/CloudStorage/GoogleDrive-nlammers@uw.edu/My Drive/projects/K99/Materials/_FINAL SUBMISSION/Lammers K99 Final/sanitized and checked/15 Research Strategy.pdf,6,margin_intrusion_layout,flag,text block intersects required margin: right.,"35.95,332.34,579.33,738.87","0.499,4.616,8.046,10.262",,C.3 Aim 3 (R00): To elucidate transcriptional mechanisms linking genetic variation to disease susceptibility C.3.1 Rationale: Disease-associated genetic variants act across genetically heterogeneous individuals. Yet standard reverse-genetic models either seek to minimize genetic variation or treat …
/Users/nick/Library/CloudStorage/GoogleDrive-nlammers@uw.edu/My Drive/projects/K99/Materials/_FINAL SUBMISSION/Lammers K99 Final/sanitized and checked/15 Research Strategy.pdf,6,margin_intrusion_layout,flag,text block intersects required margin: right.,"396.96,458.43,577.73,495.54","5.513,6.367,8.024,6.883",,Figure 6: Aim 3 preliminary results. (A) Illustrative images of pbx phenotypes at 96hpf (scale bar is 250um). (B & C) Morphological distance between paired perturbations at 60hpf.
/Users/nick/Library/CloudStorage/GoogleDrive-nlammers@uw.edu/My Drive/projects/K99/Materials/_FINAL SUBMISSION/Lammers K99 Final/sanitized and checked/15 Research Strategy.pdf,7,margin_intrusion_layout,flag,text block intersects required margin: right.,"35.97,36.33,580.05,744.18","0.500,0.505,8.056,10.336",,"generate a viable list of gene candidates. First, I used the ZFIN database to identify genes with human orthologs linked to diseases, yielding 5,759 candidate genes.59 Second, I filtered for genes that act as transcription factors (“TFs”), yielding 876 genes. TFs are known to act as hubs within dis…"
/Users/nick/Library/CloudStorage/GoogleDrive-nlammers@uw.edu/My Drive/projects/K99/Materials/_FINAL SUBMISSION/Lammers K99 Final/sanitized and checked/15 Research Strategy.pdf,7,margin_intrusion_layout,flag,text block intersects required margin: right.,"370.08,141.63,578.21,178.74","5.140,1.967,8.031,2.483",,Figure 7: Aim 3 approach. Paired crosses between T5D adults will generate sibling groups with different genetic backgrounds to test how genetic variation affects sensitivity to gene knockouts.
/Users/nick/Library/CloudStorage/GoogleDrive-nlammers@uw.edu/My Drive/projects/K99/Materials/_FINAL SUBMISSION/Lammers K99 Final/sanitized and checked/16 Candidate Information and Goals for Career Development.pdf,1,margin_intrusion_layout,flag,text block intersects required margin: right.,"36.00,56.34,579.24,183.52","0.500,0.783,8.045,2.549",,"A. Candidate’s Background I came to graduate school accustomed to the sharp distinction that physicists tend to draw between theorists and experimentalists, but as a member of the Garcia Lab at the University of California, Berkeley, I learned to take a “both/and” approach instead. I quickly found …"
/Users/nick/Library/CloudStorage/GoogleDrive-nlammers@uw.edu/My Drive/projects/K99/Materials/_FINAL SUBMISSION/Lammers K99 Final/sanitized and checked/16 Candidate Information and Goals for Career Development.pdf,1,margin_intrusion_layout,flag,text block intersects required margin: right.,"36.01,188.71,579.32,302.34","0.500,2.621,8.046,4.199",,"During my PhD, I pioneered new experimental techniques to measure and manipulate developmental gene expression in vivo, built statistical tools to extract molecular insights from those measurements, and derived theoretical models to investigate how noisy gene expression generates embryo-scale patte…"
/Users/nick/Library/CloudStorage/GoogleDrive-nlammers@uw.edu/My Drive/projects/K99/Materials/_FINAL SUBMISSION/Lammers K99 Final/sanitized and checked/16 Candidate Information and Goals for Career Development.pdf,1,margin_intrusion_layout,flag,text block intersects required margin: right.,"36.00,307.77,579.19,433.86","0.500,4.275,8.044,6.026",,"The discovery of burst-like gene expression raised a theoretical puzzle: how can stochastic transcription drive robust developmental decisions? In two first-author publications,5,6 I derived mathematical models showing that gene expression noise places fundamental speed limits on cellular decision …"
/Users/nick/Library/CloudStorage/GoogleDrive-nlammers@uw.edu/My Drive/projects/K99/Materials/_FINAL SUBMISSION/Lammers K99 Final/sanitized and checked/16 Candidate Information and Goals for Career Development.pdf,1,margin_intrusion_layout,flag,text block intersects required margin: right.,"36.00,439.29,579.39,540.17","0.500,6.101,8.047,7.502",,By the end of my PhD I had become fascinated with understanding how robust developmental outcomes emerge from stochastic molecular interactions. Answering this demands methods that can measure molecular interactions across scales and over time. Live imaging recovers dynamics but can measure only a …
/Users/nick/Library/CloudStorage/GoogleDrive-nlammers@uw.edu/My Drive/projects/K99/Materials/_FINAL SUBMISSION/Lammers K99 Final/sanitized and checked/16 Candidate Information and Goals for Career Development.pdf,1,margin_intrusion_layout,flag,text block intersects required margin: right.,"35.99,545.36,579.26,671.70","0.500,7.574,8.045,9.329",,"In parallel, I have pursued multiple collaborations with other groups at the University of Washington that seek to measure and model developmental systems across scales. I am working with Jay Shendure’s lab to build a statistical method to reconstruct time-resolved cell signaling histories from sin…"
/Users/nick/Library/CloudStorage/GoogleDrive-nlammers@uw.edu/My Drive/projects/K99/Materials/_FINAL SUBMISSION/Lammers K99 Final/sanitized and checked/16 Candidate Information and Goals for Career Development.pdf,1,margin_intrusion_layout,flag,text block intersects required margin: right.,"36.00,676.02,579.10,755.70","0.500,9.389,8.043,10.496",,"My strong background in the development2,5,6,14 and application3,4,7,8,15 of quantitative live imaging techniques together with the field-leading genomics expertise of the Trapnell Lab makes me uniquely positioned to lead the proposed research plan. To further support my research and career develop…"
/Users/nick/Library/CloudStorage/GoogleDrive-nlammers@uw.edu/My Drive/projects/K99/Materials/_FINAL SUBMISSION/Lammers K99 Final/sanitized and checked/16 Candidate Information and Goals for Career Development.pdf,2,margin_intrusion_layout,flag,text block intersects required margin: right.,"36.00,36.42,579.10,150.88","0.500,0.506,8.043,2.096",,"B. Career Goals & Objectives Research vision: My overall career goal is to lead a research group that uses multimodal measurements and predictive modeling to uncover molecular design principles that drive the making and breaking of robustness in development and disease. To pursue this goal, my lab …"
/Users/nick/Library/CloudStorage/GoogleDrive-nlammers@uw.edu/My Drive/projects/K99/Materials/_FINAL SUBMISSION/Lammers K99 Final/sanitized and checked/16 Candidate Information and Goals for Career Development.pdf,2,margin_intrusion_layout,flag,text block intersects required margin: right.,"36.01,156.31,579.41,282.38","0.500,2.171,8.047,3.922",,"Independence from mentors: Dr. Trapnell and my co-mentor, Dr. Kimelman, each have long track records of working proactively with postdoctoral trainees to ensure a strong foundation of independent research. Dr. Trapnell’s research focuses on developing experimental and computational methods in the s…"
/Users/nick/Library/CloudStorage/GoogleDrive-nlammers@uw.edu/My Drive/projects/K99/Materials/_FINAL SUBMISSION/Lammers K99 Final/sanitized and checked/16 Candidate Information and Goals for Career Development.pdf,2,margin_intrusion_layout,flag,text block intersects required margin: right.,"36.00,287.81,579.31,363.30","0.500,3.997,8.046,5.046",,Award impact & need for additional training: I am supported by the Damon Runyon Quantitative Biology Fellowship through the end of June 2026. The support of this fellowship has granted me the independence I needed to develop the first iteration of the MorphSeq method while also laying the foundatio…
/Users/nick/Library/CloudStorage/GoogleDrive-nlammers@uw.edu/My Drive/projects/K99/Materials/_FINAL SUBMISSION/Lammers K99 Final/sanitized and checked/16 Candidate Information and Goals for Career Development.pdf,2,margin_intrusion_layout,flag,text block intersects required margin: right.,"36.00,368.73,579.09,431.69","0.500,5.121,8.043,5.996",,"During the K99 phase of the award I will extend my MorphSeq model to make it possible to forecast future embryonic phenotypes from early morphological snapshots. As a proof of principle, I will then apply this novel framework to dissect the transcriptional drivers of phenotypic variability arising …"
/Users/nick/Library/CloudStorage/GoogleDrive-nlammers@uw.edu/My Drive/projects/K99/Materials/_FINAL SUBMISSION/Lammers K99 Final/sanitized and checked/16 Candidate Information and Goals for Career Development.pdf,2,margin_intrusion_layout,flag,text block intersects required margin: right.,"35.99,664.15,579.41,727.11","0.500,9.224,8.047,10.099",,The completion of these training objectives will position me to deliver on my R00 objective of combining MorphSeq with CRISPR-based gene knockouts in genetically heterogeneous zebrafish embryos to investigate how genetic and transcriptional variation drives differential sensitivity to genetic pertu…
/Users/nick/Library/CloudStorage/GoogleDrive-nlammers@uw.edu/My Drive/projects/K99/Materials/_FINAL SUBMISSION/Lammers K99 Final/sanitized and checked/16 Candidate Information and Goals for Career Development.pdf,3,margin_intrusion_layout,flag,text block intersects required margin: right.,"35.99,36.42,579.38,125.69","0.500,0.506,8.047,1.746",,"C. Career Development and Training Activities During Award Period Together with my mentors I have developed a systematic training plan for the K99 phase of the award, detailed below. The plan is centered around my four career development goals and incorporates didactic, experiential and mentorship-…"
/Users/nick/Library/CloudStorage/GoogleDrive-nlammers@uw.edu/My Drive/projects/K99/Materials/_FINAL SUBMISSION/Lammers K99 Final/sanitized and checked/16 Candidate Information and Goals for Career Development.pdf,3,margin_intrusion_layout,flag,text block intersects required margin: right.,"35.99,130.88,579.27,206.57","0.500,1.818,8.045,2.869",,"Research Advisory Committee: Cole Trapnell, PhD – mentor: Dr. Trapnell is a Professor of Genome Sciences at the University of Washington (UW). He is an expert in developing single-cell sequencing technologies, as well as computational tools for the analysis of single-cell genome experiments. In add…"
/Users/nick/Library/CloudStorage/GoogleDrive-nlammers@uw.edu/My Drive/projects/K99/Materials/_FINAL SUBMISSION/Lammers K99 Final/sanitized and checked/16 Candidate Information and Goals for Career Development.pdf,3,margin_intrusion_layout,flag,text block intersects required margin: right.,"36.00,211.76,579.18,274.72","0.500,2.941,8.044,3.816",,"David Kimelman, PhD – co-mentor: Dr. Kimelman is a Professor Emeritus of Biochemistry at the University of Washington, and has been working in close collaboration with the Trapnell Lab in recent years. Dr. Kimelman has extensive experience leading research that investigates zebrafish embryogenesis …"
/Users/nick/Library/CloudStorage/GoogleDrive-nlammers@uw.edu/My Drive/projects/K99/Materials/_FINAL SUBMISSION/Lammers K99 Final/sanitized and checked/16 Candidate Information and Goals for Career Development.pdf,3,margin_intrusion_layout,flag,text block intersects required margin: right.,"36.00,280.15,579.23,343.11","0.500,3.891,8.045,4.765",,"Christine Queitsch, PhD – advisor: Dr. Queitsch is a Professor of Genome Sciences. She is an expert in the role of gene regulation and protein folding in generating heritable phenotypic variation. Dr. Queitsch will provide technical guidance for my proposed Aim 2. She will also curate a list of key…"
/Users/nick/Library/CloudStorage/GoogleDrive-nlammers@uw.edu/My Drive/projects/K99/Materials/_FINAL SUBMISSION/Lammers K99 Final/sanitized and checked/16 Candidate Information and Goals for Career Development.pdf,3,margin_intrusion_layout,flag,text block intersects required margin: right.,"35.97,479.80,579.11,542.76","0.500,6.664,8.043,7.538",,"Julie Theriot, PhD – advisor: Dr. Theriot is a Professor of Biology and HHMI Investigator at UW. Her interdisciplinary expertise in live imaging methods, biophysics, and quantitative cellular biology will play a key role in advancing both my research and career development goals. Through our monthl…"
/Users/nick/Library/CloudStorage/GoogleDrive-nlammers@uw.edu/My Drive/projects/K99/Materials/_FINAL SUBMISSION/Lammers K99 Final/sanitized and checked/16 Candidate Information and Goals for Career Development.pdf,3,margin_intrusion_layout,flag,text block intersects required margin: right.,"35.97,547.95,579.18,623.63","0.500,7.610,8.044,8.661",,"William DeWitt, PhD – advisor: Dr. DeWitt is an Assistant Professor of Genome Sciences. He specializes in using concepts from statistical physics and machine learning to pursue research questions in evolutionary dynamics and quantitative immunology. Through biweekly meetings Dr. DeWitt will provide…"
/Users/nick/Library/CloudStorage/GoogleDrive-nlammers@uw.edu/My Drive/projects/K99/Materials/_FINAL SUBMISSION/Lammers K99 Final/sanitized and checked/16 Candidate Information and Goals for Career Development.pdf,3,margin_intrusion_layout,flag,text block intersects required margin: right.,"36.00,628.89,579.44,691.85","0.500,8.735,8.048,9.609",,"Goal 1: Build expertise in engineering open-source AI tools: While I have a strong background in building computational methods to pursue my research questions, I need additional training to learn how to package, document, and distribute MorphSeq as an open-source platform for multimodal integratio…"
/Users/nick/Library/CloudStorage/GoogleDrive-nlammers@uw.edu/My Drive/projects/K99/Materials/_FINAL SUBMISSION/Lammers K99 Final/sanitized and checked/16 Candidate Information and Goals for Career Development.pdf,3,margin_intrusion_layout,flag,text block intersects required margin: right.,"36.00,697.28,579.31,747.54","0.500,9.684,8.046,10.382",,Didactic learning: During year 1 of my award I will audit the graduate-level course: Bioinformatics Workflows for High-Throughput Sequencing Experiments (Genome 569). This will provide me with a strong conceptual foundation for how to structure the MorphSeq codebase to ensure not only that it works…
/Users/nick/Library/CloudStorage/GoogleDrive-nlammers@uw.edu/My Drive/projects/K99/Materials/_FINAL SUBMISSION/Lammers K99 Final/sanitized and checked/16 Candidate Information and Goals for Career Development.pdf,4,margin_intrusion_layout,flag,text block intersects required margin: right.,"36.00,36.33,579.21,99.29","0.500,0.505,8.045,1.379",,"Experiential learning & Mentorship: During the K99 phase, I will gain training in deep learning, dynamical systems, and computational tool development through regular meetings with Drs. Noble, DeWitt, and Trapnell. These meetings will support Aim 1 by guiding model development, integration of dynam…"
/Users/nick/Library/CloudStorage/GoogleDrive-nlammers@uw.edu/My Drive/projects/K99/Materials/_FINAL SUBMISSION/Lammers K99 Final/sanitized and checked/16 Candidate Information and Goals for Career Development.pdf,4,margin_intrusion_layout,flag,text block intersects required margin: right.,"36.00,104.48,579.22,142.26","0.500,1.451,8.045,1.976",,"Benchmarks: Success will be measured by my completion of the Genome 569 course in year 1 of award period, by the completion of a working beta version of FishCaster within year 1, and by the public rollout of the full MorphSeq software package by the end of year 2."
/Users/nick/Library/CloudStorage/GoogleDrive-nlammers@uw.edu/My Drive/projects/K99/Materials/_FINAL SUBMISSION/Lammers K99 Final/sanitized and checked/16 Candidate Information and Goals for Career Development.pdf,4,margin_intrusion_layout,flag,text block intersects required margin: right.,"35.99,147.45,579.12,197.69","0.500,2.048,8.043,2.746",,Goal 2: Gain proficiency in scalable perturbation genomics methods: To deliver on my R00 research goals it is critical that I acquire the experimental expertise needed to combine CRISPR-based genetic perturbations and sci-Plex transcriptional profiling in zebrafish embryos. This requires that I bec…
/Users/nick/Library/CloudStorage/GoogleDrive-nlammers@uw.edu/My Drive/projects/K99/Materials/_FINAL SUBMISSION/Lammers K99 Final/sanitized and checked/16 Candidate Information and Goals for Career Development.pdf,4,margin_intrusion_layout,flag,text block intersects required margin: right.,"36.00,203.13,578.93,240.66","0.500,2.821,8.041,3.342",,"Didactic learning: I will attend the online Zebrafish Husbandry Education summer course offered by the University of Alabama Birmingham and co-taught by UW veterinarian George Sanders. This course provides a comprehensive introduction to zebrafish husbandry, genetics, and related experimental metho…"
/Users/nick/Library/CloudStorage/GoogleDrive-nlammers@uw.edu/My Drive/projects/K99/Materials/_FINAL SUBMISSION/Lammers K99 Final/sanitized and checked/16 Candidate Information and Goals for Career Development.pdf,4,margin_intrusion_layout,flag,text block intersects required margin: right.,"36.00,246.09,579.15,296.34","0.500,3.418,8.044,4.116",,Experiential learning & mentorship: My co-mentor Dr. David Kimelman will meet with me on a monthly basis during years 1 and 2 of the award to teach me how to inject CRISPR guides targeting genes of interest into zebrafish embryos. I will also work with Trapnell Lab technicians Heidi Lee and Benjami…
/Users/nick/Library/CloudStorage/GoogleDrive-nlammers@uw.edu/My Drive/projects/K99/Materials/_FINAL SUBMISSION/Lammers K99 Final/sanitized and checked/16 Candidate Information and Goals for Career Development.pdf,4,margin_intrusion_layout,flag,text block intersects required margin: right.,"36.00,301.53,579.20,352.02","0.500,4.188,8.044,4.889",,"Benchmark: Success will be measured by my ability to independently conduct an end-to-end CRISPR perturbation and sci-Plex experiment. Specifically, I will inject CRISPR guides, image embryos, and carry out the full multiday sci-Plex sequencing protocol for a handful of selected target genes that wi…"
/Users/nick/Library/CloudStorage/GoogleDrive-nlammers@uw.edu/My Drive/projects/K99/Materials/_FINAL SUBMISSION/Lammers K99 Final/sanitized and checked/16 Candidate Information and Goals for Career Development.pdf,4,margin_intrusion_layout,flag,text block intersects required margin: right.,"36.00,357.21,579.08,420.17","0.500,4.961,8.043,5.836",,Goal 3: Strengthen training in the developmental mechanisms of phenotypic variability: I will build on my prior work measuring and modeling robustness in developmental gene circuits to study developmental mechanisms of phenotypic variability and robustness. My PhD and postdoctoral experiences provi…
/Users/nick/Library/CloudStorage/GoogleDrive-nlammers@uw.edu/My Drive/projects/K99/Materials/_FINAL SUBMISSION/Lammers K99 Final/sanitized and checked/16 Candidate Information and Goals for Career Development.pdf,4,margin_intrusion_layout,flag,text block intersects required margin: right.,"36.00,425.36,579.23,488.33","0.500,5.908,8.045,6.782",,"Didactic learning: I will take the 6-week embryology course at the Marine Biological Laboratory (MBL) to gain a structured, intensive overview of paradigms, problems, and technologies driving modern developmental biology. I will also attend conferences salient to this subject area to build knowledg…"
/Users/nick/Library/CloudStorage/GoogleDrive-nlammers@uw.edu/My Drive/projects/K99/Materials/_FINAL SUBMISSION/Lammers K99 Final/sanitized and checked/16 Candidate Information and Goals for Career Development.pdf,4,margin_intrusion_layout,flag,text block intersects required margin: right.,"36.00,493.76,579.18,569.21","0.500,6.858,8.044,7.906",,Experiential learning & mentorship: I will attend and present at lab meetings for Dr. Theriot’s group to gain weekly exposure to a research group that uses live imaging methods to pursue quantitative biology questions. I will also meet with Dr. Theriot on a quarterly basis to discuss technical aspe…
/Users/nick/Library/CloudStorage/GoogleDrive-nlammers@uw.edu/My Drive/projects/K99/Materials/_FINAL SUBMISSION/Lammers K99 Final/sanitized and checked/16 Candidate Information and Goals for Career Development.pdf,4,margin_intrusion_layout,flag,text block intersects required margin: right.,"36.00,574.64,579.25,612.18","0.500,7.981,8.045,8.502",,"Benchmarks: Success will be measured by the completion of the MBL Embryology course, as well as the delivery of an oral presentation at an upcoming national or international developmental or quantitative biology conference by the end of the K99 phase of the award."
/Users/nick/Library/CloudStorage/GoogleDrive-nlammers@uw.edu/My Drive/projects/K99/Materials/_FINAL SUBMISSION/Lammers K99 Final/sanitized and checked/16 Candidate Information and Goals for Career Development.pdf,4,margin_intrusion_layout,flag,text block intersects required margin: right.,"36.00,617.61,579.16,667.86","0.500,8.578,8.044,9.276",,"Goal 4: Cultivate skills for research group leadership: While I have extensive experience teaching and mentoring undergraduate and graduate researchers, I need additional guidance to build the lab management, team building, and teaching skills needed to direct an interdisciplinary group spanning co…"
/Users/nick/Library/CloudStorage/GoogleDrive-nlammers@uw.edu/My Drive/projects/K99/Materials/_FINAL SUBMISSION/Lammers K99 Final/sanitized and checked/16 Candidate Information and Goals for Career Development.pdf,4,margin_intrusion_layout,flag,text block intersects required margin: right.,"36.00,673.05,579.23,736.01","0.500,9.348,8.045,10.222",,"Didactic learning: During year 1 of the award phase, I will attend Topics in Biological Instruction (BIOL 501B), which is a weekly seminar course that covers evidence-based teaching practices in biological instruction. During year 2 I will attend Columbia University’s PI Crash Course, which is a tw…"
/Users/nick/Library/CloudStorage/GoogleDrive-nlammers@uw.edu/My Drive/projects/K99/Materials/_FINAL SUBMISSION/Lammers K99 Final/sanitized and checked/16 Candidate Information and Goals for Career Development.pdf,5,margin_intrusion_layout,flag,text block intersects required margin: right.,"36.00,36.33,579.08,213.03","0.500,0.505,8.043,2.959",,"Experiential learning & mentorship: During the K99 phase, I will develop mentorship and project-management skills by advising three graduate students on projects related to quantitative developmental biology and single- cell genomics. I will continue weekly meetings with Marazzano Colon, a graduate…"
/Users/nick/Library/CloudStorage/GoogleDrive-nlammers@uw.edu/My Drive/projects/K99/Materials/_FINAL SUBMISSION/Lammers K99 Final/sanitized and checked/17 Training and Responsible Conduct of Research.pdf,1,margin_intrusion_layout,flag,text block intersects required margin: right.,"36.00,63.34,578.60,102.05","0.500,0.880,8.036,1.417",,"A. Formal training During the K99 phase, I will receive formal training in the responsible conduct of research through two University of Washington courses."
